post_id,user_type,post_text,likes,shares
1799,foodie,Loving this moment #yummy #food #foodie,113,80
1800,traveler,Loving this moment #travel #vacation #explore,453,56
1801,developer,Loving this moment #python,488,100
1802,foodie,Loving this moment #food,83,47
1803,student,Loving this moment #notes,442,86
1804,fitness,Loving this moment #gym,270,35
1805,developer,Loving this moment #ai,216,6
1806,traveler,Loving this moment #wanderlust,466,80
1807,student,Loving this moment #college #exam,379,92
1808,traveler,Loving this moment #vacation #travel,20,87
1809,foodie,Loving this moment #restaurant,124,27
1810,influencer,Loving this moment #reels #content,100,24
1811,student,Loving this moment #exam #college,332,11
1812,influencer,Loving this moment #reels #content,269,66
1813,traveler,Loving this moment #travel #explore #wanderlust,307,2
1814,student,Loving this moment #college #exam,266,50
1815,student,Loving this moment #exam #study,135,25
1816,student,Loving this moment #notes,64,51
1817,traveler,Loving this moment #travel,217,59
1818,fitness,Loving this moment #gym #fitness,69,94
1819,influencer,Loving this moment #content #trending,164,57
1820,foodie,Loving this moment #yummy #foodie,229,2
1821,foodie,Loving this moment #food,141,79
1822,developer,Loving this moment #developer #python,346,41
1823,fitness,Loving this moment #fitness #gym #workout,471,53
1824,traveler,Loving this moment #travel #vacation,245,78
1825,foodie,Loving this moment #restaurant #yummy,184,19
1826,influencer,Loving this moment #trending,113,40
1827,fitness,Loving this moment #workout,403,5
1828,fitness,Loving this moment #workout #gym #fitness,83,31
1829,fitness,Loving this moment #health,262,85
1830,developer,Loving this moment #developer #ai,430,97
1831,developer,Loving this moment #ai #coding,83,60
1832,foodie,Loving this moment #yummy #foodie #restaurant,149,32
1833,traveler,Loving this moment #travel #wanderlust #explore,117,73
1834,influencer,Loving this moment #content #viral,287,74
1835,student,Loving this moment #notes,329,33
1836,developer,Loving this moment #python,269,23
1837,foodie,Loving this moment #yummy #restaurant,80,61
1838,fitness,Loving this moment #fitness #workout,333,96
1839,student,Loving this moment #college #notes,382,37
1840,traveler,Loving this moment #vacation #explore,224,51
1841,traveler,Loving this moment #vacation,395,9
1842,foodie,Loving this moment #food,239,91
1843,fitness,Loving this moment #gym,131,49
1844,student,Loving this moment #notes,166,10
1845,student,Loving this moment #notes #college,321,63
1846,student,Loving this moment #notes,249,74
1847,influencer,Loving this moment #viral,163,53
1848,fitness,Loving this moment #workout #gym #fitness,53,67
1849,influencer,Loving this moment #reels #viral #trending,287,79
1850,student,Loving this moment #exam #college,296,90
1851,foodie,Loving this moment #yummy #restaurant,445,29
1852,foodie,Loving this moment #foodie #food,72,24
1853,student,Loving this moment #college #exam,131,78
1854,foodie,Loving this moment #foodie #restaurant #yummy,221,47
1855,foodie,Loving this moment #restaurant #food #yummy,149,87
1856,influencer,Loving this moment #trending,490,59
1857,traveler,Loving this moment #vacation,25,76
1858,fitness,Loving this moment #fitness #health,199,16
1859,fitness,Loving this moment #gym #fitness,183,41
1860,student,Loving this moment #college,322,28
1861,traveler,Loving this moment #wanderlust #travel #vacation,478,49
1862,traveler,Loving this moment #wanderlust,112,76
1863,foodie,Loving this moment #yummy #food,189,57
1864,student,Loving this moment #exam #study #college,277,38
1865,influencer,Loving this moment #reels #trending #viral,327,18
1866,student,Loving this moment #notes #study,210,12
1867,student,Loving this moment #study #college #exam,73,46
1868,influencer,Loving this moment #trending #viral #content,393,48
1869,traveler,Loving this moment #travel #vacation,249,23
1870,foodie,Loving this moment #yummy,363,52
1871,traveler,Loving this moment #explore,100,33
1872,foodie,Loving this moment #food #yummy,483,76
1873,traveler,Loving this moment #wanderlust #explore #travel,135,26
1874,fitness,Loving this moment #gym #health,50,96
1875,traveler,Loving this moment #wanderlust #explore #vacation,424,34
1876,traveler,Loving this moment #explore #vacation #wanderlust,167,44
1877,fitness,Loving this moment #health #fitness #gym,452,88
1878,developer,Loving this moment #python #ai,338,22
1879,student,Loving this moment #exam #study,342,83
1880,foodie,Loving this moment #yummy,416,32
1881,student,Loving this moment #notes,472,20
1882,developer,Loving this moment #developer #ai #python,442,75
1883,traveler,Loving this moment #vacation,421,85
1884,fitness,Loving this moment #gym,90,80
1885,fitness,Loving this moment #workout #gym #fitness,48,31
1886,foodie,Loving this moment #yummy #food,324,19
1887,influencer,Loving this moment #trending #viral #reels,441,88
1888,fitness,Loving this moment #workout,479,98
1889,traveler,Loving this moment #wanderlust,93,82
1890,foodie,Loving this moment #yummy,444,7
1891,developer,Loving this moment #developer #ai,170,56
1892,fitness,Loving this moment #health #fitness #workout,299,16
1893,fitness,Loving this moment #health #gym,424,90
1894,foodie,Loving this moment #foodie #yummy #food,428,67
1895,fitness,Loving this moment #gym #fitness,244,68
1896,foodie,Loving this moment #food #restaurant,153,57
1897,foodie,Loving this moment #foodie #yummy #food,491,89
1898,traveler,Loving this moment #vacation #travel,195,35
1899,influencer,Loving this moment #trending,378,58
1900,fitness,Loving this moment #fitness #health,95,49
1901,traveler,Loving this moment #explore #wanderlust,193,75
1902,developer,Loving this moment #developer #coding,253,52
1903,developer,Loving this moment #ai #developer #python,142,99
1904,student,Loving this moment #notes #college,246,15
1905,fitness,Loving this moment #fitness,157,13
1906,fitness,Loving this moment #health #gym,267,58
1907,fitness,Loving this moment #fitness,281,32
1908,fitness,Loving this moment #fitness #gym,343,85
1909,developer,Loving this moment #developer,32,60
1910,influencer,Loving this moment #viral #content #trending,106,83
1911,developer,Loving this moment #python,370,55
1912,fitness,Loving this moment #health #fitness #gym,373,60
1913,foodie,Loving this moment #food,306,61
1914,foodie,Loving this moment #restaurant #yummy #food,104,10
1915,fitness,Loving this moment #health #fitness,78,43
1916,fitness,Loving this moment #gym #fitness,157,77
1917,influencer,Loving this moment #content #reels #trending,318,16
1918,traveler,Loving this moment #travel #explore #vacation,417,99
1919,developer,Loving this moment #developer #python #ai,478,7
1920,fitness,Loving this moment #gym #workout,141,83
1921,fitness,Loving this moment #fitness #health,238,16
1922,developer,Loving this moment #developer #python,86,43
1923,influencer,Loving this moment #viral #trending,203,82
1924,traveler,Loving this moment #travel #vacation #wanderlust,191,89
1925,fitness,Loving this moment #workout,344,95
1926,developer,Loving this moment #developer #ai #coding,352,98
1927,foodie,Loving this moment #yummy,344,50
1928,traveler,Loving this moment #vacation,25,74
1929,influencer,Loving this moment #trending #reels #viral,352,80
1930,traveler,Loving this moment #vacation,202,27
1931,foodie,Loving this moment #yummy #restaurant,418,92
1932,traveler,Loving this moment #wanderlust #vacation #travel,369,78
1933,traveler,Loving this moment #travel,76,96
1934,student,Loving this moment #notes #exam #study,101,76
1935,influencer,Loving this moment #reels,378,48
1936,foodie,Loving this moment #yummy #food #foodie,497,18
1937,influencer,Loving this moment #viral #content #trending,219,49
1938,developer,Loving this moment #developer,238,7
1939,foodie,Loving this moment #restaurant #food #foodie,51,25
1940,traveler,Loving this moment #travel #wanderlust,239,45
1941,developer,Loving this moment #ai,320,81
1942,student,Loving this moment #notes #college,172,93
1943,student,Loving this moment #notes #exam,191,19
1944,traveler,Loving this moment #explore,242,85
1945,foodie,Loving this moment #foodie #food #restaurant,123,64
1946,developer,Loving this moment #coding #developer,162,12
1947,foodie,Loving this moment #yummy,139,98
1948,developer,Loving this moment #developer #python,227,96
1949,influencer,Loving this moment #content #viral #reels,497,13
1950,traveler,Loving this moment #wanderlust #vacation,105,34
1951,foodie,Loving this moment #restaurant #yummy #food,478,50
1952,foodie,Loving this moment #food,330,96
1953,developer,Loving this moment #developer #coding #python,159,48
1954,foodie,Loving this moment #foodie #restaurant,386,2
1955,fitness,Loving this moment #workout #fitness,308,7
1956,traveler,Loving this moment #travel #vacation,494,10
1957,foodie,Loving this moment #foodie #restaurant,137,68
1958,fitness,Loving this moment #gym,120,1
1959,fitness,Loving this moment #fitness,413,57
1960,influencer,Loving this moment #content,354,66
1961,foodie,Loving this moment #restaurant,227,76
1962,developer,Loving this moment #python #coding,187,68
1963,influencer,Loving this moment #content #viral,317,25
1964,foodie,Loving this moment #restaurant #foodie,100,83
1965,developer,Loving this moment #ai #python #coding,244,32
1966,traveler,Loving this moment #vacation,385,42
1967,student,Loving this moment #college #notes,372,77
1968,foodie,Loving this moment #foodie,153,94
1969,foodie,Loving this moment #foodie #food,244,57
1970,influencer,Loving this moment #reels,123,86
1971,developer,Loving this moment #coding,177,8
1972,fitness,Loving this moment #health #gym,438,37
1973,fitness,Loving this moment #fitness #workout,420,64
1974,fitness,Loving this moment #fitness #gym,410,1
1975,student,Loving this moment #college #exam,157,19
1976,foodie,Loving this moment #yummy #food #restaurant,25,100
1977,fitness,Loving this moment #health #fitness,322,54
1978,fitness,Loving this moment #fitness #health #workout,361,47
1979,developer,Loving this moment #coding #developer #python,54,38
1980,traveler,Loving this moment #vacation #travel,273,69
1981,fitness,Loving this moment #health #workout,200,5
1982,developer,Loving this moment #ai,178,99
1983,foodie,Loving this moment #yummy,242,64
1984,fitness,Loving this moment #health #fitness #workout,59,74
1985,traveler,Loving this moment #vacation,84,100
1986,foodie,Loving this moment #restaurant #food,464,28
1987,traveler,Loving this moment #wanderlust,367,81
1988,student,Loving this moment #exam #study,24,4
1989,fitness,Loving this moment #gym,25,28
1990,influencer,Loving this moment #content,79,81
1991,fitness,Loving this moment #fitness,76,8
1992,developer,Loving this moment #coding #ai #python,139,97
1993,foodie,Loving this moment #restaurant #food #foodie,31,7
1994,student,Loving this moment #college #study #exam,453,33
1995,traveler,Loving this moment #explore #vacation #travel,213,89
1996,fitness,Loving this moment #gym #health,341,86
1997,fitness,Loving this moment #health #fitness,417,72
1998,influencer,Loving this moment #viral,230,86
1999,developer,Loving this moment #developer,440,41
2000,traveler,Loving this moment #wanderlust #travel #explore,496,98
2001,developer,Loving this moment #coding #developer,87,76
2002,developer,Loving this moment #ai #developer #python,489,31
2003,traveler,Loving this moment #wanderlust #explore,104,88
2004,traveler,Loving this moment #vacation,134,60
2005,developer,Loving this moment #ai,105,89
2006,fitness,Loving this moment #health #gym,417,48
2007,developer,Loving this moment #python #coding #ai,499,11
2008,influencer,Loving this moment #trending #reels #content,400,48
2009,student,Loving this moment #study #exam,12,16
2010,foodie,Loving this moment #yummy #foodie #restaurant,378,95
2011,traveler,Loving this moment #wanderlust #explore,282,19
2012,influencer,Loving this moment #content,96,94
2013,fitness,Loving this moment #fitness #gym,21,36
2014,traveler,Loving this moment #vacation #wanderlust #travel,78,12
2015,foodie,Loving this moment #restaurant,441,14
2016,foodie,Loving this moment #yummy #food,227,12
2017,developer,Loving this moment #python #ai #coding,200,79
2018,traveler,Loving this moment #explore #wanderlust,397,33
2019,fitness,Loving this moment #gym,484,9
2020,student,Loving this moment #notes #college,353,84
2021,traveler,Loving this moment #wanderlust #travel,153,88
2022,traveler,Loving this moment #vacation,186,21
2023,influencer,Loving this moment #trending #content #reels,348,9
2024,traveler,Loving this moment #travel #vacation,154,79
2025,traveler,Loving this moment #vacation,180,31
2026,fitness,Loving this moment #gym #health #workout,287,7
2027,foodie,Loving this moment #foodie #restaurant,130,29
2028,foodie,Loving this moment #yummy #food,69,60
2029,student,Loving this moment #college #exam #notes,200,80
2030,fitness,Loving this moment #fitness,249,59
2031,influencer,Loving this moment #content #reels,286,61
2032,foodie,Loving this moment #foodie,279,40
2033,traveler,Loving this moment #travel #wanderlust,414,100
2034,fitness,Loving this moment #health,364,76
2035,fitness,Loving this moment #workout,381,44
2036,student,Loving this moment #notes #exam #study,401,94
2037,fitness,Loving this moment #health,356,63
2038,foodie,Loving this moment #yummy #restaurant,211,14
2039,influencer,Loving this moment #reels,160,5
2040,traveler,Loving this moment #explore,204,51
2041,student,Loving this moment #notes,466,65
2042,student,Loving this moment #exam #study,317,16
2043,traveler,Loving this moment #travel,260,91
2044,fitness,Loving this moment #workout,474,34
2045,traveler,Loving this moment #wanderlust #explore #vacation,474,44
2046,student,Loving this moment #exam #notes #college,53,61
2047,fitness,Loving this moment #fitness #health,186,12
2048,student,Loving this moment #study #notes,437,21
2049,fitness,Loving this moment #workout #fitness #health,224,90
2050,fitness,Loving this moment #gym #workout #health,471,19
2051,traveler,Loving this moment #wanderlust #explore #vacation,266,87
2052,influencer,Loving this moment #viral #reels #content,206,58
2053,traveler,Loving this moment #wanderlust #travel,233,87
2054,student,Loving this moment #college #study #exam,293,13
2055,traveler,Loving this moment #travel #vacation,13,47
2056,influencer,Loving this moment #trending #content #viral,17,84
2057,student,Loving this moment #notes #study #college,105,51
2058,traveler,Loving this moment #explore #wanderlust #travel,178,80
2059,student,Loving this moment #notes,123,20
2060,influencer,Loving this moment #trending #viral #reels,166,40
2061,developer,Loving this moment #python,214,5
2062,student,Loving this moment #study #notes #exam,320,73
2063,foodie,Loving this moment #restaurant #food #yummy,315,73
2064,student,Loving this moment #exam,463,59
2065,developer,Loving this moment #coding #ai,441,96
2066,influencer,Loving this moment #reels,145,61
2067,student,Loving this moment #notes,191,59
2068,student,Loving this moment #college,89,88
2069,fitness,Loving this moment #health #fitness,344,91
2070,fitness,Loving this moment #fitness #workout,453,39
2071,influencer,Loving this moment #content #trending #reels,121,47
2072,student,Loving this moment #study #notes,406,20
2073,traveler,Loving this moment #explore,318,42
2074,influencer,Loving this moment #content #viral #trending,181,38
2075,foodie,Loving this moment #food #foodie #restaurant,330,33
2076,foodie,Loving this moment #foodie #yummy,136,37
2077,fitness,Loving this moment #fitness #workout,301,95
2078,traveler,Loving this moment #vacation #travel #explore,161,41
2079,influencer,Loving this moment #viral #reels,309,2
2080,traveler,Loving this moment #travel #wanderlust,38,4
2081,influencer,Loving this moment #trending,362,25
2082,influencer,Loving this moment #trending,373,56
2083,foodie,Loving this moment #yummy #food #restaurant,418,100
2084,fitness,Loving this moment #fitness,445,37
2085,traveler,Loving this moment #explore #travel #vacation,324,72
2086,foodie,Loving this moment #yummy #food #restaurant,463,98
2087,developer,Loving this moment #python #coding,156,27
2088,student,Loving this moment #college,464,2
2089,student,Loving this moment #notes #exam,110,4
2090,student,Loving this moment #notes #college,386,61
2091,foodie,Loving this moment #foodie,399,78
2092,student,Loving this moment #notes #exam,178,50
2093,foodie,Loving this moment #restaurant,63,33
2094,student,Loving this moment #exam #college #study,224,74
2095,fitness,Loving this moment #workout #health #gym,263,87
2096,influencer,Loving this moment #reels #content,79,75
2097,student,Loving this moment #college #study #exam,407,67
2098,fitness,Loving this moment #workout #health,422,76
2099,influencer,Loving this moment #viral,143,16
2100,foodie,Loving this moment #yummy,431,93
2101,foodie,Loving this moment #food,422,48
2102,fitness,Loving this moment #gym,186,4
2103,foodie,Loving this moment #yummy,436,75
2104,developer,Loving this moment #python #coding,364,89
2105,foodie,Loving this moment #restaurant,406,73
2106,student,Loving this moment #college #study,339,36
2107,developer,Loving this moment #coding #developer #ai,294,36
2108,foodie,Loving this moment #food,92,88
2109,student,Loving this moment #exam #notes #study,77,51
2110,developer,Loving this moment #ai,268,77
2111,foodie,Loving this moment #food #yummy #foodie,13,88
2112,traveler,Loving this moment #vacation #travel,315,38
2113,foodie,Loving this moment #restaurant,394,87
2114,influencer,Loving this moment #viral,72,92
2115,traveler,Loving this moment #explore #wanderlust,369,74
2116,fitness,Loving this moment #gym,15,19
2117,fitness,Loving this moment #health,203,50
2118,foodie,Loving this moment #yummy #foodie #restaurant,177,30
2119,influencer,Loving this moment #trending #viral #content,408,72
2120,traveler,Loving this moment #explore #travel #vacation,51,56
2121,traveler,Loving this moment #explore,42,29
2122,developer,Loving this moment #ai #coding #developer,107,5
2123,foodie,Loving this moment #foodie #food,49,13
2124,traveler,Loving this moment #wanderlust #travel,267,25
2125,influencer,Loving this moment #reels #trending #content,478,96
2126,foodie,Loving this moment #yummy #foodie #restaurant,466,27
2127,foodie,Loving this moment #yummy #food #foodie,140,40
2128,student,Loving this moment #exam #college #notes,211,44
2129,foodie,Loving this moment #restaurant #food,303,34
2130,developer,Loving this moment #ai,320,95
2131,fitness,Loving this moment #workout #fitness #gym,285,31
2132,developer,Loving this moment #coding #developer #python,350,34
2133,traveler,Loving this moment #vacation,162,3
2134,traveler,Loving this moment #vacation,19,18
2135,influencer,Loving this moment #content,434,71
2136,developer,Loving this moment #coding #developer #python,170,95
2137,developer,Loving this moment #coding #python #ai,192,69
2138,fitness,Loving this moment #gym,336,94
2139,influencer,Loving this moment #viral,142,33
2140,traveler,Loving this moment #wanderlust #travel #explore,396,44
2141,fitness,Loving this moment #gym #workout,500,43
2142,foodie,Loving this moment #yummy #restaurant,362,99
2143,traveler,Loving this moment #vacation #travel,236,69
2144,traveler,Loving this moment #explore,342,91
2145,fitness,Loving this moment #workout,63,50
2146,foodie,Loving this moment #yummy #foodie,100,28
2147,student,Loving this moment #college #exam,107,42
2148,developer,Loving this moment #developer #ai,438,74
2149,developer,Loving this moment #python,164,17
2150,student,Loving this moment #study #notes,495,59
2151,traveler,Loving this moment #travel,430,29
2152,student,Loving this moment #notes #study #college,427,45
2153,fitness,Loving this moment #health,72,48
2154,influencer,Loving this moment #reels #viral,161,63
2155,student,Loving this moment #exam #study #notes,91,22
2156,foodie,Loving this moment #restaurant,53,54
2157,fitness,Loving this moment #health #gym #workout,372,100
2158,developer,Loving this moment #coding #python #ai,145,87
2159,developer,Loving this moment #python #coding #developer,232,66
2160,foodie,Loving this moment #foodie #yummy #food,12,66
2161,traveler,Loving this moment #vacation,21,55
2162,influencer,Loving this moment #content,357,36
2163,student,Loving this moment #exam,282,6
2164,student,Loving this moment #study #notes,335,46
2165,foodie,Loving this moment #food,115,81
2166,foodie,Loving this moment #yummy #food #foodie,378,31
2167,traveler,Loving this moment #travel,371,6
2168,foodie,Loving this moment #yummy #restaurant #food,19,37
2169,traveler,Loving this moment #travel,33,40
2170,influencer,Loving this moment #viral #content #trending,94,41
2171,influencer,Loving this moment #viral #reels #trending,100,61
2172,fitness,Loving this moment #gym #fitness,154,87
2173,traveler,Loving this moment #explore #wanderlust #vacation,342,3
2174,traveler,Loving this moment #travel,93,12
2175,student,Loving this moment #exam,306,32
2176,developer,Loving this moment #ai,27,90
2177,influencer,Loving this moment #reels #viral #content,500,36
2178,developer,Loving this moment #coding #python,387,89
2179,traveler,Loving this moment #explore #travel,182,46
2180,fitness,Loving this moment #workout #health,429,80
2181,traveler,Loving this moment #vacation #wanderlust #travel,55,21
2182,student,Loving this moment #college #study,282,99
2183,fitness,Loving this moment #fitness #workout #health,224,63
2184,student,Loving this moment #study,138,68
2185,fitness,Loving this moment #workout #health #fitness,87,14
2186,developer,Loving this moment #ai,330,1
2187,fitness,Loving this moment #workout #fitness,305,1
2188,traveler,Loving this moment #explore #wanderlust,312,15
2189,fitness,Loving this moment #fitness,209,82
2190,influencer,Loving this moment #content #viral,297,42
2191,traveler,Loving this moment #vacation,218,25
2192,foodie,Loving this moment #foodie #food,140,59
2193,student,Loving this moment #exam #college #study,344,20
2194,influencer,Loving this moment #content,388,3
2195,influencer,Loving this moment #viral #reels #content,56,35
2196,influencer,Loving this moment #content #viral #trending,353,38
2197,student,Loving this moment #college #study #notes,88,1
2198,influencer,Loving this moment #reels,198,17
2199,foodie,Loving this moment #yummy,465,46
2200,fitness,Loving this moment #gym #health,230,80
2201,foodie,Loving this moment #restaurant #yummy,26,46
2202,fitness,Loving this moment #fitness,180,73
2203,traveler,Loving this moment #travel,89,5
2204,influencer,Loving this moment #viral #reels,500,81
2205,fitness,Loving this moment #gym #workout,133,4
2206,developer,Loving this moment #ai #developer,444,41
2207,traveler,Loving this moment #explore,471,60
2208,foodie,Loving this moment #yummy,351,1
2209,student,Loving this moment #exam,13,49
2210,influencer,Loving this moment #content,149,39
2211,foodie,Loving this moment #yummy #foodie,283,59
2212,traveler,Loving this moment #explore,424,84
2213,student,Loving this moment #exam #study,455,6
2214,foodie,Loving this moment #foodie,380,61
2215,developer,Loving this moment #developer #python,221,43
2216,influencer,Loving this moment #reels,132,98
2217,foodie,Loving this moment #yummy,390,42
2218,traveler,Loving this moment #explore #wanderlust #travel,494,90
2219,fitness,Loving this moment #fitness #health,393,97
2220,influencer,Loving this moment #reels,264,76
2221,developer,Loving this moment #developer #coding #ai,125,41
2222,influencer,Loving this moment #reels,437,15
2223,student,Loving this moment #study #notes #exam,320,70
2224,foodie,Loving this moment #food #restaurant #yummy,210,98
2225,developer,Loving this moment #developer,359,44
2226,foodie,Loving this moment #yummy #foodie #restaurant,237,59
2227,traveler,Loving this moment #explore,198,44
2228,fitness,Loving this moment #workout,247,33
2229,traveler,Loving this moment #vacation,238,63
2230,foodie,Loving this moment #food,390,97
2231,traveler,Loving this moment #travel #explore #wanderlust,90,55
2232,foodie,Loving this moment #foodie #restaurant #food,218,69
2233,traveler,Loving this moment #wanderlust,259,92
2234,influencer,Loving this moment #reels #content #viral,378,75
2235,student,Loving this moment #exam,425,78
2236,developer,Loving this moment #coding #python #ai,96,44
2237,traveler,Loving this moment #travel,100,96
2238,influencer,Loving this moment #content #trending #viral,43,59
2239,influencer,Loving this moment #content #trending,449,34
2240,influencer,Loving this moment #viral #trending,465,96
2241,traveler,Loving this moment #travel #wanderlust #vacation,244,51
2242,influencer,Loving this moment #reels,460,30
2243,influencer,Loving this moment #viral #content,424,85
2244,fitness,Loving this moment #health #gym,123,23
2245,student,Loving this moment #notes #study #exam,334,6
2246,influencer,Loving this moment #reels,57,35
2247,developer,Loving this moment #ai,69,30
2248,developer,Loving this moment #ai #coding #developer,462,86
2249,fitness,Loving this moment #fitness,414,67
2250,traveler,Loving this moment #wanderlust,185,17
2251,fitness,Loving this moment #gym #fitness,392,70
2252,developer,Loving this moment #coding #ai #developer,282,70
2253,traveler,Loving this moment #vacation,231,69
2254,influencer,Loving this moment #reels #viral,274,48
2255,foodie,Loving this moment #yummy #food #foodie,479,24
2256,student,Loving this moment #exam,256,35
2257,foodie,Loving this moment #restaurant #food #foodie,253,92
2258,developer,Loving this moment #ai #coding #python,190,12
2259,developer,Loving this moment #coding #developer,264,1
2260,developer,Loving this moment #ai,273,41
2261,foodie,Loving this moment #food,102,96
2262,traveler,Loving this moment #travel #wanderlust #vacation,108,30
2263,foodie,Loving this moment #restaurant #foodie,452,62
2264,influencer,Loving this moment #reels #trending #viral,415,76
2265,foodie,Loving this moment #yummy #foodie,29,45
2266,student,Loving this moment #study,40,1
2267,traveler,Loving this moment #explore #travel #wanderlust,313,58
2268,traveler,Loving this moment #wanderlust,168,85
2269,developer,Loving this moment #coding,188,16
2270,fitness,Loving this moment #workout,233,26
2271,traveler,Loving this moment #explore,186,65
2272,foodie,Loving this moment #yummy #foodie #restaurant,421,72
2273,influencer,Loving this moment #viral,330,56
2274,foodie,Loving this moment #food,41,90
2275,traveler,Loving this moment #travel #explore #vacation,422,67
2276,influencer,Loving this moment #content #reels #viral,190,1
2277,student,Loving this moment #study #notes,390,50
2278,influencer,Loving this moment #trending,179,15
2279,traveler,Loving this moment #vacation #wanderlust #travel,303,58
2280,developer,Loving this moment #developer,496,16
2281,fitness,Loving this moment #gym #fitness #workout,262,5
2282,student,Loving this moment #notes,192,55
2283,foodie,Loving this moment #food,411,95
2284,student,Loving this moment #study #college,499,7
2285,student,Loving this moment #exam,366,51
2286,developer,Loving this moment #ai #python #coding,28,18
2287,traveler,Loving this moment #travel,275,4
2288,student,Loving this moment #notes,473,18
2289,student,Loving this moment #notes #study #exam,333,14
2290,traveler,Loving this moment #wanderlust #vacation #explore,286,9
2291,fitness,Loving this moment #health #gym,431,29
2292,developer,Loving this moment #ai,383,13
2293,foodie,Loving this moment #food,167,41
2294,foodie,Loving this moment #restaurant #yummy #food,304,86
2295,fitness,Loving this moment #fitness,116,83
2296,developer,Loving this moment #developer,337,4
2297,developer,Loving this moment #ai #python,223,23
2298,developer,Loving this moment #python #ai #coding,237,12
2299,foodie,Loving this moment #restaurant,330,53
2300,student,Loving this moment #exam,205,17
2301,developer,Loving this moment #ai #python,238,64
2302,student,Loving this moment #notes #exam,403,88
2303,influencer,Loving this moment #viral #reels,287,96
2304,influencer,Loving this moment #viral #content,14,76
2305,fitness,Loving this moment #fitness,322,85
2306,foodie,Loving this moment #restaurant,332,26
2307,traveler,Loving this moment #wanderlust #travel,249,98
2308,influencer,Loving this moment #viral #trending #content,219,57
2309,traveler,Loving this moment #wanderlust,82,78
2310,developer,Loving this moment #python,369,74
2311,fitness,Loving this moment #workout #gym,355,26
2312,influencer,Loving this moment #reels #content #trending,96,57
2313,influencer,Loving this moment #content,66,89
2314,influencer,Loving this moment #trending,71,10
2315,developer,Loving this moment #python #coding #ai,35,38
2316,student,Loving this moment #college #exam #notes,250,46
2317,influencer,Loving this moment #reels #viral #trending,287,90
2318,developer,Loving this moment #developer,278,29
2319,student,Loving this moment #college,322,6
2320,developer,Loving this moment #python,90,89
2321,fitness,Loving this moment #workout #health,119,77
2322,student,Loving this moment #exam #college,472,36
2323,traveler,Loving this moment #vacation #explore,479,52
2324,foodie,Loving this moment #yummy #foodie,443,2
2325,fitness,Loving this moment #health,40,72
2326,traveler,Loving this moment #wanderlust,396,19
2327,foodie,Loving this moment #yummy #food,361,48
2328,traveler,Loving this moment #explore,42,43
2329,fitness,Loving this moment #gym #fitness,213,48
2330,developer,Loving this moment #developer,179,73
2331,foodie,Loving this moment #food #yummy #foodie,338,55
2332,developer,Loving this moment #developer,47,27
2333,developer,Loving this moment #python,337,6
2334,foodie,Loving this moment #yummy,293,81
2335,developer,Loving this moment #coding #developer,326,99
2336,influencer,Loving this moment #content #trending,316,20
2337,developer,Loving this moment #ai,344,53
2338,influencer,Loving this moment #trending #content,219,62
2339,developer,Loving this moment #coding,459,31
2340,developer,Loving this moment #developer #coding,65,76
2341,developer,Loving this moment #python,136,37
2342,developer,Loving this moment #developer #coding #ai,194,12
2343,fitness,Loving this moment #workout #gym,388,16
2344,influencer,Loving this moment #content #viral,380,11
2345,traveler,Loving this moment #wanderlust,451,48
2346,traveler,Loving this moment #travel #wanderlust #explore,132,91
2347,foodie,Loving this moment #foodie,353,28
2348,fitness,Loving this moment #workout #fitness,15,40
2349,student,Loving this moment #college #notes #exam,46,17
2350,developer,Loving this moment #ai #python,444,86
2351,influencer,Loving this moment #trending #viral #content,499,65
2352,student,Loving this moment #college,252,79
2353,student,Loving this moment #college #exam,472,93
2354,traveler,Loving this moment #wanderlust #travel #explore,180,66
2355,fitness,Loving this moment #health #workout #gym,63,100
2356,traveler,Loving this moment #explore,14,68
2357,student,Loving this moment #notes #college,321,87
2358,fitness,Loving this moment #workout,236,87
2359,influencer,Loving this moment #viral,391,54
2360,fitness,Loving this moment #workout #health #fitness,419,73
2361,foodie,Loving this moment #food,90,66
2362,traveler,Loving this moment #wanderlust,227,3
2363,influencer,Loving this moment #trending #viral #reels,489,49
2364,influencer,Loving this moment #viral #content,64,44
2365,foodie,Loving this moment #yummy #restaurant,12,49
2366,student,Loving this moment #notes #exam #college,346,94
2367,fitness,Loving this moment #workout #gym #fitness,388,21
2368,developer,Loving this moment #python #coding #ai,445,21
2369,fitness,Loving this moment #health #workout #fitness,48,25
2370,traveler,Loving this moment #vacation,286,30
2371,influencer,Loving this moment #reels,31,28
2372,traveler,Loving this moment #vacation #travel #explore,239,87
2373,student,Loving this moment #exam #college,198,67
2374,fitness,Loving this moment #workout,167,97
2375,student,Loving this moment #notes,26,16
2376,developer,Loving this moment #developer #coding #python,245,54
2377,foodie,Loving this moment #food #restaurant,41,39
2378,fitness,Loving this moment #workout #fitness,50,65
2379,fitness,Loving this moment #health #gym #fitness,287,65
2380,influencer,Loving this moment #reels #trending,453,57
2381,influencer,Loving this moment #reels #viral #content,317,58
2382,traveler,Loving this moment #travel #wanderlust #explore,444,7
2383,foodie,Loving this moment #restaurant #foodie #yummy,381,21
2384,fitness,Loving this moment #health,359,95
2385,developer,Loving this moment #coding #python #developer,296,7
2386,developer,Loving this moment #coding #ai #developer,167,74
2387,foodie,Loving this moment #foodie,163,75
2388,foodie,Loving this moment #foodie #restaurant #yummy,285,82
